mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04160628318786621,0.0027260528969986213,0.051206111907958984,0.0014826960721058887,1,1,"{'n_neighbors': 1, 'p': 1}",0.9618097530352611,0.9608302450971106,0.9629519349201909,0.9634834004819817,0.962205858458503,0.9622562383986095,0.0009192676044521704,50,0.9850776966908354,0.9852406043273068,0.985033364675918,0.9848704814018723,0.9850839986028603,0.9850612291397585,0.00011842821830140154
0.04079966545104981,0.0004004510818972059,0.05359973907470703,0.0016239108923272497,1,2,"{'n_neighbors': 1, 'p': 2}",0.961249502756182,0.9608302450971106,0.9622902441021038,0.9636341646199053,0.962205858458503,0.962042003006761,0.0009715827017419372,52,0.9850776966908354,0.9852406043273068,0.985033364675918,0.9848704814018723,0.9850839986028603,0.9850612291397585,0.00011842821830140154
0.04079899787902832,0.0009794914199784733,0.053407144546508786,0.0004972187862739368,2,1,"{'n_neighbors': 2, 'p': 1}",0.971093374601961,0.9684409781800299,0.9711195540903542,0.9725833541543928,0.9709709338069905,0.9708416389667457,0.0013382128985656026,18,0.9865491728348788,0.9865573766958554,0.9861378876565963,0.9861948331528122,0.986428724330655,0.9863735989341595,0.00017615690766911165
0.04138679504394531,0.0007998870971511603,0.054994392395019534,0.0006449765113812815,2,2,"{'n_neighbors': 2, 'p': 2}",0.971108290451827,0.9688032801917262,0.9712086288079879,0.9722397707525172,0.9714785723821274,0.9709677085172371,0.001152534603556767,16,0.9865120941538591,0.9865203683855056,0.986235462409317,0.9861988748227903,0.9864898545890893,0.9863913308721122,0.00014302145398696804
0.0409947395324707,0.0010954192987355398,0.05440073013305664,0.0005040928261012493,3,1,"{'n_neighbors': 3, 'p': 1}",0.9734978143737256,0.9701861477218426,0.9729499929774644,0.974565813375513,0.974037789633994,0.9730475116165079,0.0015287626747881305,8,0.9851474876501896,0.9853526170031005,0.9850420232127468,0.9851861454815495,0.9850232982680444,0.985150314323126,0.00011838773513703763
0.040986156463623045,0.0006331214521405415,0.05841212272644043,0.001504937878204306,3,2,"{'n_neighbors': 3, 'p': 2}",0.9737314156852678,0.9710850742757721,0.9726403008853957,0.9742261807246951,0.9745153300387036,0.9732396603219667,0.001252505635372381,6,0.9851895847206098,0.985512185927067,0.9850514257176084,0.9851907627049521,0.9850082667123071,0.9851904451565089,0.00017665409961292885
0.04059896469116211,0.0004889874873638623,0.05740599632263184,0.0011915694937856638,4,1,"{'n_neighbors': 4, 'p': 1}",0.9741295206876537,0.9708663341917204,0.9731610890789179,0.9750437560263986,0.974674673488591,0.9735750746946563,0.0014954739665581347,3,0.9834438004541955,0.9840600125781004,0.9837133074652915,0.9833946472568029,0.9835551082904538,0.9836333752089688,0.00023977653916380022
0.04138636589050293,0.00047090739138048353,0.0608067512512207,0.0014748132071938794,4,2,"{'n_neighbors': 4, 'p': 2}",0.9743997130053552,0.971389816334924,0.9733446030014794,0.9745670561415538,0.9750477105996558,0.9737497798165936,0.0013044979068695104,1,0.9836067075037477,0.984153994009529,0.9838865204910472,0.9835185918061407,0.9837119422531587,0.9837755512127246,0.00022543982151104438
0.04019885063171387,0.00040016188521514495,0.059607839584350585,0.0010169075296156888,5,1,"{'n_neighbors': 5, 'p': 1}",0.9741113400674538,0.9708958896954603,0.9732336956436565,0.974936301981506,0.9740766085892651,0.9734507671954683,0.0013863164623255638,5,0.9822923490462472,0.9826090135778154,0.9824397730719096,0.9821725953537898,0.9823714778995687,0.9823770417898661,0.00014611521965384805
0.04098653793334961,1.587158766549701e-05,0.06199383735656738,1.3952682212194733e-05,5,2,"{'n_neighbors': 5, 'p': 2}",0.9744527483928088,0.9714214898168939,0.9736155901446275,0.9743427506077857,0.9743577425818093,0.9736380643087852,0.001148210548599963,2,0.9824536310840892,0.9827028231867725,0.9827441372588759,0.9823987793520745,0.9824368567434799,0.9825472455250583,0.0001455763132153757
0.04020018577575683,0.0007470671139783813,0.0630073070526123,0.00209205810956943,6,1,"{'n_neighbors': 6, 'p': 1}",0.9740606585897248,0.9706124902586254,0.9729032398435797,0.9739973801809396,0.9736727874010694,0.9730493112547878,0.0012860648545163877,7,0.9810635303053472,0.9813554432263559,0.9812993974506339,0.9810289104180928,0.9811214169255924,0.9811737396652044,0.00013012712712861515
0.041205644607543945,0.0011699376582053381,0.06479945182800292,0.0004167301586989756,6,2,"{'n_neighbors': 6, 'p': 2}",0.9742894537254783,0.9713084824840592,0.9735801197569246,0.9738190045779771,0.9744399631890895,0.9734874047467057,0.0011328642370895506,4,0.981287698856346,0.9815285573979734,0.9817016285007569,0.9813446177365486,0.9812462421363126,0.9814217489255876,0.000169977587250912
0.04099845886230469,0.0008945223870105774,0.06420736312866211,0.0007465039361001742,7,1,"{'n_neighbors': 7, 'p': 1}",0.9735791486323226,0.9698741338472315,0.9719305688396075,0.973331982084807,0.973463886429232,0.9724359439666401,0.0014131342491195379,11,0.9800841504434946,0.9802942453294196,0.9802582228811401,0.979816025267035,0.9797969538967001,0.9800499195635579,0.00021116594217610474
0.04099597930908203,0.000637057023842662,0.06780071258544922,0.0007576646162833843,7,2,"{'n_neighbors': 7, 'p': 2}",0.9739927245369766,0.9708724892458455,0.9728646430857928,0.9733949439493622,0.9739538836527536,0.9730157368941461,0.001148456530002234,9,0.9804251348394295,0.9806168319037342,0.9806146566146731,0.9802282687211558,0.9800525675774581,0.98038749193129,0.00022051936799546984
0.0403994083404541,0.000490388282225366,0.06640734672546386,0.0004976560659978193,8,1,"{'n_neighbors': 8, 'p': 1}",0.9733500635435347,0.9697698624210914,0.9710585998196393,0.9724907752437509,0.9730231393731257,0.9719384880802284,0.0013379966687083924,13,0.9789513800468593,0.9790200902201704,0.9790016057579196,0.9787576820020458,0.9786846511479614,0.9788830818349913,0.00013607624283318585
0.041199779510498045,0.0023992786412633635,0.07079367637634278,0.0011653044422592464,8,2,"{'n_neighbors': 8, 'p': 2}",0.9737015238225896,0.9707531279283097,0.9722126397594716,0.9726975109443584,0.9733801683266103,0.9725489941562679,0.0010372562035009208,10,0.9794260007865166,0.9794246279934329,0.9793524142794466,0.9792651610409393,0.9790444255111411,0.9793025259222953,0.0001418842927504867
0.04160428047180176,0.0004947535146285322,0.07280278205871582,0.00813321220943258,9,1,"{'n_neighbors': 9, 'p': 1}",0.9732256329616479,0.9693683079318312,0.9704568149732801,0.9718955235013489,0.9724465754914364,0.9714785709719088,0.0013899858399764385,14,0.9778159795160662,0.977907189196934,0.9777697230999457,0.9775855699591686,0.9774424955644212,0.9777041914673072,0.0001676632629621961
0.040600013732910153,0.000489260331734091,0.0728006362915039,0.001182433793059602,9,2,"{'n_neighbors': 9, 'p': 2}",0.9734707440838775,0.9704517999388063,0.9714058748030009,0.9721436704188949,0.9731067234205193,0.9721157625330198,0.0011037635107200897,12,0.9784713237182451,0.9784595027773076,0.978171342373703,0.9782491260158838,0.9778870461605648,0.9782476682091408,0.00021483560752262989
0.04039821624755859,0.0004892272930033424,0.07199511528015137,0.0014065491139796937,10,1,"{'n_neighbors': 10, 'p': 1}",0.9727036569761455,0.9687653806723064,0.9696321329529749,0.9711146639880018,0.9712936164741873,0.9707018902127231,0.0013727375661877598,19,0.9768345124226333,0.9768415523740276,0.9764763412134437,0.9764907902725604,0.9763798212796087,0.9766046035124548,0.00019438857636511602
0.04019274711608887,0.00038830523634600416,0.07581391334533691,0.0007435103721921128,10,2,"{'n_neighbors': 10, 'p': 2}",0.9730832920352773,0.9698416684783729,0.9705524620144044,0.971565704349873,0.9722490161845949,0.9714584286125045,0.0011585686638112568,15,0.9774426131926068,0.9774240633953015,0.9769397402048549,0.9773118229196986,0.97685343721634,0.9771943353857603,0.00024869676975208354
0.039992475509643556,0.0006214393431486563,0.07340636253356933,0.0013545273842730226,11,1,"{'n_neighbors': 11, 'p': 1}",0.9722168249104938,0.9677771809708916,0.9687865691250559,0.9701953479018975,0.970462532300685,0.9698876910418047,0.0015176746706536271,21,0.9757346071821869,0.975715839573614,0.9753796220879035,0.975458082893075,0.9754593753179149,0.9755495054109389,0.0001464729144098457
0.04019584655761719,0.000410707891219979,0.07841763496398926,0.001857331643735024,11,2,"{'n_neighbors': 11, 'p': 2}",0.9727555436688419,0.9691446825224684,0.9697632848796309,0.9709630826793747,0.9716050392056386,0.970846326591191,0.0012886394802768698,17,0.976396968157733,0.9763652594377072,0.975880301184788,0.9762853446281092,0.975936030834548,0.9761727808485772,0.0002198060436819796
0.040800046920776364,0.0011491495283358602,0.07679915428161621,0.0014819812357647767,12,1,"{'n_neighbors': 12, 'p': 1}",0.9716325829427306,0.9671250278383232,0.9681810510144616,0.9693875022686367,0.9697085842163768,0.9692069496561058,0.0015201841860392267,23,0.9746627204496738,0.9746505719326901,0.9744071543090592,0.974414626166197,0.9745110885729505,0.9745292322861141,0.00011037136329081642
0.041400575637817384,0.0010134144703629238,0.08059349060058593,0.0004854487895993655,12,2,"{'n_neighbors': 12, 'p': 2}",0.9721341565625009,0.9683299166627243,0.9692496399448178,0.9702305863894454,0.9708501147607108,0.9701588828640398,0.0013081658278729829,20,0.9753107330256272,0.975325032065078,0.9750368715172217,0.9752852611995526,0.975044087968168,0.9752003971551295,0.000131212017219401
0.04061393737792969,0.0004885404707099333,0.07777943611145019,0.00117538102575149,13,1,"{'n_neighbors': 13, 'p': 1}",0.9711665654304651,0.9661146293450241,0.9672731744501688,0.968949062179963,0.9688453302304367,0.9684697523272116,0.0017100877455423838,25,0.9735736590453345,0.97370589002971,0.9733620295084079,0.9737670161942749,0.9735964348371511,0.9736010059229757,0.00013888020685777342
0.04120545387268067,0.00039586822717878757,0.08379993438720704,0.0013245500887318735,13,2,"{'n_neighbors': 13, 'p': 2}",0.9716243393212676,0.9673340846493789,0.9682539935570459,0.969616357534136,0.9697784609616499,0.9693214472046956,0.0014620679186126185,22,0.9742921777920573,0.9743475005008041,0.9740565704995663,0.9746281919110615,0.9741029907444348,0.9742854862895849,0.00020349188903227836
0.04119267463684082,0.001469946438924185,0.08160829544067383,0.001016415677649943,14,1,"{'n_neighbors': 14, 'p': 1}",0.9706559532958472,0.9653055319109262,0.9665597284448433,0.9688393155149939,0.9680912830767138,0.9678903624486648,0.0018461478551753307,27,0.9726287185814095,0.9728031980251759,0.9726115543448158,0.9728092015292176,0.972632228471429,0.9726969801904095,8.947163212540384e-05
0.04139943122863769,0.0004906074936430404,0.08700060844421387,0.0020988303556644427,14,2,"{'n_neighbors': 14, 'p': 2}",0.9710603600872064,0.9666106930642155,0.9676429229625361,0.9693035662966233,0.9690710661508535,0.968737721712287,0.0015197883274434719,24,0.9733831600431457,0.9734511031598274,0.9732027171849524,0.9737467094229424,0.9732233754037722,0.973401413042928,0.00019657533655185411
0.0409853458404541,1.6260776339798003e-05,0.08360781669616699,0.0007955231753897612,15,1,"{'n_neighbors': 15, 'p': 1}",0.9700341081868041,0.9649438662283629,0.9660067740026439,0.9680450221618921,0.9674863795028518,0.967303230016511,0.0017486503700280534,29,0.9716476628593884,0.9720259620428133,0.9718371394740685,0.9720193441004039,0.9716851231649382,0.9718430463283223,0.00015980511846732124
0.04080123901367187,0.0003996876081877312,0.08979258537292481,0.0017070491791164044,15,2,"{'n_neighbors': 15, 'p': 2}",0.9705445633598883,0.9662247194894924,0.9672377805437932,0.9686650340769255,0.9683561933065852,0.9682056581553369,0.001453620974927063,26,0.9725001308967525,0.9726705399766821,0.9724391934676574,0.9728148043612626,0.9722124971139197,0.9725274331632547,0.0002053183568509311
0.041401338577270505,0.0013580448372394669,0.08780112266540527,0.00435471516741552,16,1,"{'n_neighbors': 16, 'p': 1}",0.9696183836242558,0.9643918039551943,0.9652890906335281,0.9676248272263667,0.9671426320724625,0.9668133475023615,0.0018342512079168882,31,0.9708986794435778,0.9712648070853763,0.9711077649858102,0.9711878715719963,0.9708833711066542,0.9710684988386831,0.00015325763381229715
